Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-01-23 05:00:00-05:00,88.3,,
2025-11-04 07:00:00-05:00,-26.12,-67.63,-158.87
2025-07-29 20:00:00-04:00,63.2,55.84,-11.65
2025-05-21 06:00:00-04:00,63.7,79.43,24.69
2025-01-24 05:00:00-05:00,68.7,63.12,-8.12
2024-10-25 06:00:00-04:00,-12.72,-25.6,-101.18
2024-07-26 06:00:00-04:00,55.5,70.51,27.05
2024-05-23 06:00:00-04:00,39.17,49.0,25.11
2024-02-02 05:00:00-05:00,66.6,77.59,16.5
2023-11-03 06:00:00-04:00,-22.02,4.86,122.07
2023-08-02 06:00:00-04:00,46.35,79.94,72.47
2023-05-18 08:00:00-04:00,41.3,23.73,-42.54
2023-02-03 06:00:00-05:00,23.3,36.74,57.68
2022-11-04 06:00:00-04:00,-5.6,-41.14,-634.64
2022-08-03 06:00:00-04:00,-32.65,-27.67,15.25
2022-05-25 06:00:00-04:00,-15.45,-43.61,-182.27
2022-02-04 07:00:00-05:00,-13.0,3.33,125.62
2021-10-28 07:00:00-04:00,-50.47,-37.41,25.87
2021-07-27 06:00:00-04:00,-61.6,-82.6,-34.09
2021-06-05 10:00:00-04:00,-21.0,-30.12,-43.43
2021-01-28 05:00:00-05:00,-17.95,-16.28,9.3
2020-10-29 06:00:00-04:00,-36.83,-31.05,15.7
2020-07-29 06:00:00-04:00,-58.0,-74.05,-27.67
2020-06-02 06:00:00-04:00,-21.55,-22.7,-5.34
2020-01-27 05:00:00-05:00,10.5,12.74,21.33
